Genera,category,Gene,gene_family,consensus_gene_name,consensus_product,threshold,alleles_at_maximum_threshold,number_genomes,average_dose,min_dose,max_dose,genomes_containing_fissions,genomes_containing_duplications,number_fission_loci,number_duplicated_loci,no_loci,products,gene_names,min_length(bp),max_length(bp),average_length(bp),cluster,cluster_order,ctg11571_94x_c_out,ctg11573_57x_c_out,ctg11580_43x_c_out,ctg11583_26x_l_out,ctg12262_45x_rc_out,ctg12265_259x_c_out,ctg17713_78x_rc_out,ctg17714_147x_c_out,ctg19218_26x_l_out,ctg28506_71x_c_out,ctg28510_23x_c_out,ctg28514_14x_l_out,ctg28519_42x_rc_out,ctg28529_146x_c_out,ctg31170_33x_c_out,ctg3232_136x_c_out,ctg3233_28x_c_out,ctg3237_11x_rc_out,ctg3239_19x_c_out,ctg3535_13x_c_out,ctg3537_17x_c_out,ctg3538_48x_rc_out,ctg3539_72x_c_out,ctg38907_13x_c_out,ctg3918_9x_c_out,ctg4047_12x_l_out,ctg4048_27x_c_out,ctg50905_118x_l_out,ctg50906_34x_c_out,ctg5737_54x_c_out,ctg6176_23x_c_out,ctg6275_14x_rc_out,ctg6277_75x_c_out,ctg6823_21x_c_out,ctg6826_23x_c_out,ctg6853_20x_rc_out,ctg7042_92x_c_out,ctg7044_122x_c_out,ctg7139_147x_c_out,ctg7140_24x_rc_out,ctg7143_29x_rc_out,ctg7145_199x_c_out,ctg7146_44x_c_out,ctg7556_40x_c_out,ctg7560_68x_c_out,ctg7563_129x_c_out,ctg7571_82x_c_out,ctg7608_72x_c_out,ctg8298_26x_c_out,ctg8299_8x_l_out,ctg8300_17x_c_out,ctg8302_19x_c_out,ctg8305_31x_c_out,ctg8306_37x_l_out,ctg9278_89x_c_out,ctg9279_63x_c_out,ctg9281_23x_c_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000002841_1_000000006,g000002841_1,,hypothetical protein,95,10,57,1,1,1,0,0,0,0,57,hypothetical protein(57),NA(57),1782,2046,2041.37,1822,1,,ctg108365_203x_c_out_01118,,ctg108369_35x_rc_out_00157,,ctg108371_202x_rc_out_00388,,ctg11591_270x_l_out_00783,,ctg12267_311x_c_out_02675,ctg12268_159x_c_out_02897,ctg13582_103x_c_out_01370,ctg13584_99x_l_out_02973,,ctg14416_106x_c_out_02852,,,,,,,,,,,ctg16199_66x_c_out_01540,,ctg16608_379x_c_out_01330,ctg16609_149x_l_out_00360,,ctg1748_84x_c_out_03230,,ctg17622_18x_l_out_00486,,,ctg17717_238x_rc_out_00847,ctg18608_50x_rc_out_00940,,ctg18610_357x_c_out_02213,,,ctg23526_161x_c_out_01465,,,,,,,,ctg23535_237x_rc_out_01652,,,,,,ctg26439_1685x_c_out_01769,,,,,ctg28561_151x_rc_out_01214,,,,,,,ctg29597_2203x_rc_out_01624,,,,ctg31174_213x_c_out_02894,,,,,,,,,,ctg31186_369x_c_out_01394,ctg31187_1365x_rc_out_02584,ctg3241_71x_c_out_02632,ctg3242_1187x_rc_out_02486,,,ctg3291_256x_c_out_00680,ctg3292_254x_rc_out_02477,,ctg3543_244x_c_out_01859,ctg3544_226x_c_out_02560,,,,ctg38930_935x_l_out_00340,,ctg3921_245x_c_out_01514,ctg3922_198x_l_out_02496,ctg3923_407x_c_out_02874,ctg4056_410x_c_out_00258,ctg46364_678x_rc_out_03138,,,,,,ctg50969_576x_rc_out_00772,,,,,,,ctg51434_1419x_rc_out_00265,ctg51435_101x_c_out_03053,,,ctg6182_696x_c_out_01483,ctg6283_730x_l_out_02513,,ctg6832_406x_c_out_02410,ctg6833_501x_rc_out_00653,,ctg7047_721x_c_out_02173,ctg7149_309x_c_out_02693,,,ctg7473_370x_c_out_01178,ctg7474_304x_c_out_01534,,ctg7584_604x_l_out_02700,,ctg7617_394x_rc_out_02096,,ctg7619_1165x_rc_out_01339,,ctg8308_14x_rc_out_02240,ctg8309_935x_c_out_01890,ctg8310_368x_c_out_03551,ctg8355_648x_c_out_02232,,,ctg8504_891x_rc_out_02304,,,,,ctg9257_464x_c_out_02211,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000001589,g000001589,susC,TonB-dependent receptor P26,50,20,86,1.23,1,2,2,20,2,20,106,TonB-dependent receptor P26(53):TonB-dependent receptor P39(29):TonB-dependent receptor SusC(10):hypothetical protein(9):TonB-dependent receptor P3(7),NA(98):susC(10),318,3441,2735.22,1387,1,,,,,ctg108370_35x_rc_out_01392,ctg108371_202x_rc_out_03265;ctg108371_202x_rc_out_03281,ctg108372_269x_l_out_00908,ctg11591_270x_l_out_00729,ctg12266_49x_l_out_01807,ctg12267_311x_c_out_01981,ctg12268_159x_c_out_01855,ctg13582_103x_c_out_02044;ctg13582_103x_c_out_02057,ctg13584_99x_l_out_00160,,ctg14416_106x_c_out_00008,,,,,ctg15967_48x_l_out_00837,ctg15968_104x_rc_out_02625;ctg15968_104x_rc_out_02913,ctg15969_369x_rc_out_02383;ctg15969_369x_rc_out_03398,,,ctg16198_48x_rc_out_00842,ctg16199_66x_c_out_01444;ctg16199_66x_c_out_01476,,,,ctg16612_112x_rc_out_02009;ctg16612_112x_rc_out_03028,ctg1748_84x_c_out_01988,,ctg17622_18x_l_out_01208,,(ctg17625_196x_c_out_00145:ctg17625_196x_c_out_02797),ctg17717_238x_rc_out_03076,ctg18608_50x_rc_out_00365,ctg18609_88x_rc_out_02702,ctg18610_357x_c_out_02288,,,ctg23526_161x_c_out_00971,,,ctg23530_168x_c_out_03332,,ctg23532_32x_c_out_00268;ctg23532_32x_c_out_02544,,,ctg23535_237x_rc_out_03604,,,,,ctg23757_151x_c_out_03200,,,,,,ctg28561_151x_rc_out_01276,,ctg28564_61x_l_out_01368,,ctg28567_1312x_c_out_00342,,ctg29595_1346x_rc_out_00827,ctg29597_2203x_rc_out_01021;ctg29597_2203x_rc_out_01035,,,,ctg31174_213x_c_out_00493,,,ctg31177_48x_rc_out_01192,ctg31178_179x_rc_out_01579,,ctg31180_189x_c_out_00251;ctg31180_189x_c_out_01304,,,,ctg31186_369x_c_out_00672,,ctg3241_71x_c_out_02568,ctg3242_1187x_rc_out_00251,ctg3243_993x_c_out_00154,ctg3290_138x_c_out_00043,ctg3291_256x_c_out_00076;ctg3291_256x_c_out_00089,ctg3292_254x_rc_out_01377,ctg3542_24x_l_out_02865,ctg3543_244x_c_out_01207;ctg3543_244x_c_out_01220,ctg3544_226x_c_out_01315,,,ctg38929_41x_rc_out_01203,,ctg38931_416x_c_out_00133;ctg38931_416x_c_out_02723,ctg3921_245x_c_out_00828;ctg3921_245x_c_out_00841,(ctg3922_198x_l_out_03054:ctg3922_198x_l_out_03069);ctg3922_198x_l_out_03068,ctg3923_407x_c_out_01635,ctg4056_410x_c_out_02479,ctg46364_678x_rc_out_02109,,ctg49946_315x_c_out_00217,ctg49947_413x_c_out_02392,,ctg50965_2801x_l_out_01629,ctg50969_576x_rc_out_00717,,,,,,ctg51432_415x_rc_out_02448,ctg51434_1419x_rc_out_01025;ctg51434_1419x_rc_out_01504,ctg51435_101x_c_out_01024,ctg5738_75x_c_out_02018,ctg6181_507x_l_out_00801,ctg6182_696x_c_out_02310;ctg6182_696x_c_out_02323,ctg6283_730x_l_out_01457,,ctg6832_406x_c_out_01726;ctg6832_406x_c_out_01739,ctg6833_501x_rc_out_01890,,ctg7047_721x_c_out_01454,ctg7149_309x_c_out_00461,,,ctg7473_370x_c_out_00469,ctg7474_304x_c_out_00410,,ctg7584_604x_l_out_02645,ctg7616_96x_c_out_01741,ctg7617_394x_rc_out_01461,ctg7618_699x_rc_out_02701,ctg7619_1165x_rc_out_00488;ctg7619_1165x_rc_out_00501,ctg8307_148x_l_out_01558,ctg8308_14x_rc_out_02310,ctg8309_935x_c_out_01261,ctg8310_368x_c_out_01022,ctg8355_648x_c_out_01545;ctg8355_648x_c_out_01558,ctg8356_470x_c_out_01255,,ctg8504_891x_rc_out_03014,,,,ctg9256_213x_c_out_01089,ctg9257_464x_c_out_01091,ctg9258_897x_c_out_00913;ctg9258_897x_c_out_01930,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000005411_000000001,g000005411,,hypothetical protein,60,5,39,1.03,1,2,0,1,0,1,40,hypothetical protein(40),NA(40),387,543,488.4,2310,1,,ctg108365_203x_c_out_00508,,,,,,,,,,ctg13582_103x_c_out_00697,ctg13584_99x_l_out_01530,,ctg14416_106x_c_out_02180,,,,ctg15964_522x_l_out_02345,,,ctg15969_369x_rc_out_01372,,,,,,,ctg16609_149x_l_out_03014,,ctg1748_84x_c_out_01015,,,,ctg17625_196x_c_out_01757;ctg17625_196x_c_out_01765,ctg17717_238x_rc_out_02022,ctg18608_50x_rc_out_01638,,,,,,,,,,,,,,,,,,ctg23757_151x_c_out_02220,ctg26439_1685x_c_out_01016,,,,,,,,,,,,ctg29597_2203x_rc_out_02452,,,,,ctg31175_1174x_c_out_01590,,,,,,,,,,,,ctg3242_1187x_rc_out_01302,ctg3243_993x_c_out_01524,,,ctg3292_254x_rc_out_00325,,,ctg3544_226x_c_out_00338,,,,ctg38930_935x_l_out_02988,,ctg3921_245x_c_out_02189,ctg3922_198x_l_out_01589,ctg3923_407x_c_out_00662,ctg4056_410x_c_out_01434,,,,,,,,,,,,,,,ctg51435_101x_c_out_02373,,,ctg6182_696x_c_out_00811,ctg6283_730x_l_out_00101,,ctg6832_406x_c_out_03084,ctg6833_501x_rc_out_02865,,ctg7047_721x_c_out_02946,ctg7149_309x_c_out_01511,,,ctg7473_370x_c_out_01846,ctg7474_304x_c_out_02898,,,,ctg7617_394x_rc_out_02793,,ctg7619_1165x_rc_out_02109,,,,,ctg8355_648x_c_out_02904,,,ctg8504_891x_rc_out_01637,,,,,ctg9257_464x_c_out_00140,ctg9258_897x_c_out_03479,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000010906_000000003,g000010906,,hypothetical protein,80,2,9,1,1,1,0,0,0,0,9,hypothetical protein(9),NA(9),747,747,747,5539,1,,,,,,,,ctg11591_270x_l_out_02984,,,,,,,,,,,,,,,,,,,,,,,,,ctg17622_18x_l_out_01466,,,,ctg18608_50x_rc_out_00057,,ctg18610_357x_c_out_00321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg31186_369x_c_out_00341,,,,,,,,,,,,,,,,,,,,,,,,,,ctg50969_576x_rc_out_02571,,,,,,,,,,,,,,,,,ctg7047_721x_c_out_01136,,,,,,,ctg7584_604x_l_out_00733,,ctg7617_394x_rc_out_01153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000010946_000000005,g000010946,,hypothetical protein,95,2,9,1,1,1,0,0,0,0,9,hypothetical protein(9),NA(9),729,729,729,5682,1,,,,,,,,ctg11591_270x_l_out_02986,,,,,,,,,,,,,,,,,,,,,,,,,ctg17622_18x_l_out_01469,,,,ctg18608_50x_rc_out_00054,,ctg18610_357x_c_out_00323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg31186_369x_c_out_00338,,,,,,,,,,,,,,,,,,,,,,,,,,ctg50969_576x_rc_out_02569,,,,,,,,,,,,,,,,,ctg7047_721x_c_out_01133,,,,,,,ctg7584_604x_l_out_00731,,ctg7617_394x_rc_out_01150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000001472_1_000000016,g000001472_1,btuB,Vitamin B12 transporter BtuB,95,18,60,1.02,1,2,0,1,0,1,61,Vitamin B12 transporter BtuB(61),btuB(61),2106,2106,2106,1749,1,,ctg108365_203x_c_out_01609,,,,ctg108371_202x_rc_out_03365,,ctg11591_270x_l_out_02907,,ctg12267_311x_c_out_02059,ctg12268_159x_c_out_02447,ctg13582_103x_c_out_01975,,,ctg14416_106x_c_out_03567,,,,,,,,,,,ctg16199_66x_c_out_03331,,,ctg16609_149x_l_out_00922,,ctg1748_84x_c_out_02800,,ctg17622_18x_l_out_01131,,,ctg17717_238x_rc_out_00320,ctg18608_50x_rc_out_00443,ctg18609_88x_rc_out_03399,ctg18610_357x_c_out_00261,,,ctg23526_161x_c_out_01042,,,,,,,ctg23534_1109x_c_out_03383,,,,,,ctg23757_151x_c_out_00134,ctg26439_1685x_c_out_02273,,,,,,,,,ctg28567_1312x_c_out_01037,,ctg29595_1346x_rc_out_00132,ctg29597_2203x_rc_out_01109,,,,ctg31174_213x_c_out_00422,ctg31175_1174x_c_out_00425,,,,,,ctg31181_505x_c_out_03380,,,ctg31186_369x_c_out_00750,ctg31187_1365x_rc_out_03162,,ctg3242_1187x_rc_out_03012,ctg3243_993x_c_out_00229,,ctg3291_256x_c_out_00161,ctg3292_254x_rc_out_01950,,ctg3543_244x_c_out_01288,ctg3544_226x_c_out_02129,,,,ctg38930_935x_l_out_00900,,ctg3921_245x_c_out_00909,ctg3922_198x_l_out_02976,ctg3923_407x_c_out_02444,ctg4056_410x_c_out_03055,ctg46364_678x_rc_out_02689,,,,,,ctg50969_576x_rc_out_02648,,,,,,,,,ctg5738_75x_c_out_02657,ctg6181_507x_l_out_01498,ctg6182_696x_c_out_02242,ctg6283_730x_l_out_01536,,ctg6832_406x_c_out_01807,ctg6833_501x_rc_out_01082,,ctg7047_721x_c_out_01523,ctg7149_309x_c_out_03220,,,ctg7473_370x_c_out_00545,ctg7474_304x_c_out_01085,,ctg7584_604x_l_out_00788,,ctg7617_394x_rc_out_01539,ctg7618_699x_rc_out_03397,ctg7619_1165x_rc_out_00577,,,ctg8309_935x_c_out_01336,ctg8310_368x_c_out_00424;ctg8310_368x_c_out_00430,ctg8355_648x_c_out_01626,ctg8356_470x_c_out_00556,,ctg8504_891x_rc_out_02938,,,,,ctg9257_464x_c_out_01763,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000001635_000000003,g000001635,,hypothetical protein,80,20,60,1.02,1,2,0,1,0,1,61,hypothetical protein(61),NA(61),1152,1164,1154.66,1749,2,,ctg108365_203x_c_out_01608,,,,ctg108371_202x_rc_out_03366,,ctg11591_270x_l_out_02906,,ctg12267_311x_c_out_02060,ctg12268_159x_c_out_02448,ctg13582_103x_c_out_01974,,,ctg14416_106x_c_out_03566,,,,,,,,,,,ctg16199_66x_c_out_03332,,,ctg16609_149x_l_out_00921,,ctg1748_84x_c_out_02801,,ctg17622_18x_l_out_01130,,,ctg17717_238x_rc_out_00321,ctg18608_50x_rc_out_00444,ctg18609_88x_rc_out_03400,ctg18610_357x_c_out_00260,,,ctg23526_161x_c_out_01043,,,,,,,ctg23534_1109x_c_out_03382,,,,,,ctg23757_151x_c_out_00133,ctg26439_1685x_c_out_02272,,,,,,,,,ctg28567_1312x_c_out_01038,,ctg29595_1346x_rc_out_00131,ctg29597_2203x_rc_out_01110,,,,ctg31174_213x_c_out_00421,ctg31175_1174x_c_out_00426,,,,,,ctg31181_505x_c_out_03379,,,ctg31186_369x_c_out_00751,ctg31187_1365x_rc_out_03161,,ctg3242_1187x_rc_out_03011,ctg3243_993x_c_out_00230,,ctg3291_256x_c_out_00162,ctg3292_254x_rc_out_01951,,ctg3543_244x_c_out_01289,ctg3544_226x_c_out_02130,,,,ctg38930_935x_l_out_00899,,ctg3921_245x_c_out_00910,ctg3922_198x_l_out_02975,ctg3923_407x_c_out_02445,ctg4056_410x_c_out_03056,ctg46364_678x_rc_out_02690,,,,,,ctg50969_576x_rc_out_02649,,,,,,,,,ctg5738_75x_c_out_02658,ctg6181_507x_l_out_01499,ctg6182_696x_c_out_02241,ctg6283_730x_l_out_01537,,ctg6832_406x_c_out_01808,ctg6833_501x_rc_out_01081,,ctg7047_721x_c_out_01524,ctg7149_309x_c_out_03219,,,ctg7473_370x_c_out_00546,ctg7474_304x_c_out_01086,,ctg7584_604x_l_out_00789,,ctg7617_394x_rc_out_01540,ctg7618_699x_rc_out_03398,ctg7619_1165x_rc_out_00578,,,ctg8309_935x_c_out_01337,ctg8310_368x_c_out_00423;ctg8310_368x_c_out_00429,ctg8355_648x_c_out_01627,ctg8356_470x_c_out_00555,,ctg8504_891x_rc_out_02937,,,,,ctg9257_464x_c_out_01764,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000002626_000000005,g000002626,,hypothetical protein,95,13,78,1,1,1,0,0,0,0,78,hypothetical protein(78),NA(78),408,522,520.5,1499,1,,ctg108365_203x_c_out_02779,ctg108368_220x_l_out_00285,ctg108369_35x_rc_out_01758,ctg108370_35x_rc_out_00722,ctg108371_202x_rc_out_02041,,ctg11591_270x_l_out_01384,,ctg12267_311x_c_out_00854,,ctg13582_103x_c_out_03240,ctg13584_99x_l_out_01234,,ctg14416_106x_c_out_01232,,,,,,,ctg15969_369x_rc_out_02223,,,,ctg16199_66x_c_out_02174,,ctg16608_379x_c_out_02913,ctg16609_149x_l_out_02151,ctg16612_112x_rc_out_01848,,ctg17621_181x_c_out_02922,ctg17622_18x_l_out_02400,ctg17623_48x_rc_out_01992,ctg17625_196x_c_out_02647,ctg17717_238x_rc_out_02432,ctg18608_50x_rc_out_02529,ctg18609_88x_rc_out_02062,ctg18610_357x_c_out_01430,,,ctg23526_161x_c_out_00019,,,,,ctg23532_32x_c_out_00432,,ctg23534_1109x_c_out_01148,ctg23535_237x_rc_out_03418,,,,,ctg23757_151x_c_out_02539,ctg26439_1685x_c_out_00222,,,,,ctg28561_151x_rc_out_00622,,ctg28564_61x_l_out_01959,,ctg28567_1312x_c_out_03214,,ctg29595_1346x_rc_out_01471,ctg29597_2203x_rc_out_03276,,,,ctg31174_213x_c_out_01445,ctg31175_1174x_c_out_02374,,ctg31177_48x_rc_out_00501,,,ctg31180_189x_c_out_01469,ctg31181_505x_c_out_01142,,ctg31185_262x_rc_out_01358,ctg31186_369x_c_out_02977,ctg31187_1365x_rc_out_00844,ctg3241_71x_c_out_00032,ctg3242_1187x_rc_out_00894,ctg3243_993x_c_out_02398,,ctg3291_256x_c_out_02324,ctg3292_254x_rc_out_00733,,ctg3543_244x_c_out_03413,,ctg38925_2142x_c_out_01220,,,ctg38930_935x_l_out_02130,ctg38931_416x_c_out_00293,ctg3921_245x_c_out_03097,ctg3922_198x_l_out_00725,,ctg4056_410x_c_out_01843,,,ctg49946_315x_c_out_02898,ctg49947_413x_c_out_03006,,,ctg50969_576x_rc_out_01375,,,,,,,,ctg51435_101x_c_out_01200,ctg5738_75x_c_out_01327,ctg6181_507x_l_out_00161,ctg6182_696x_c_out_03549,ctg6283_730x_l_out_00387,,ctg6832_406x_c_out_00496,,ctg6854_50x_c_out_02052,ctg7047_721x_c_out_00233,ctg7149_309x_c_out_01104,,,ctg7473_370x_c_out_02690,,,ctg7584_604x_l_out_03301,,ctg7617_394x_rc_out_00181,ctg7618_699x_rc_out_02062,ctg7619_1165x_rc_out_02996,,ctg8308_14x_rc_out_01579,ctg8309_935x_c_out_00132,,ctg8355_648x_c_out_00318,ctg8356_470x_c_out_01896,,ctg8504_891x_rc_out_00798,,,,ctg9256_213x_c_out_00475,,ctg9258_897x_c_out_00752,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000001520_000000004,g000001520,,hypothetical protein,90,19,78,1,1,1,1,0,1,0,78,hypothetical protein(79),NA(79),447,1059,1045.37,1499,2,,ctg108365_203x_c_out_02778,ctg108368_220x_l_out_00284,ctg108369_35x_rc_out_01759,ctg108370_35x_rc_out_00721,ctg108371_202x_rc_out_02042,,ctg11591_270x_l_out_01385,,ctg12267_311x_c_out_00855,,ctg13582_103x_c_out_03239,ctg13584_99x_l_out_01233,,ctg14416_106x_c_out_01231,,,,,,,ctg15969_369x_rc_out_02224,,,,ctg16199_66x_c_out_02175,,ctg16608_379x_c_out_02912,ctg16609_149x_l_out_02150,ctg16612_112x_rc_out_01849,,ctg17621_181x_c_out_02923,ctg17622_18x_l_out_02399,ctg17623_48x_rc_out_01991,ctg17625_196x_c_out_02648,ctg17717_238x_rc_out_02433,ctg18608_50x_rc_out_02530,ctg18609_88x_rc_out_02063,ctg18610_357x_c_out_01429,,,ctg23526_161x_c_out_00020,,,,,ctg23532_32x_c_out_00431,,ctg23534_1109x_c_out_01147,ctg23535_237x_rc_out_03419,,,,,ctg23757_151x_c_out_02540,ctg26439_1685x_c_out_00221,,,,,ctg28561_151x_rc_out_00621,,ctg28564_61x_l_out_01960,,ctg28567_1312x_c_out_03215,,ctg29595_1346x_rc_out_01470,ctg29597_2203x_rc_out_03277,,,,ctg31174_213x_c_out_01444,(ctg31175_1174x_c_out_02375:ctg31175_1174x_c_out_02376),,ctg31177_48x_rc_out_00500,,,ctg31180_189x_c_out_01468,ctg31181_505x_c_out_01141,,ctg31185_262x_rc_out_01359,ctg31186_369x_c_out_02978,ctg31187_1365x_rc_out_00843,ctg3241_71x_c_out_00033,ctg3242_1187x_rc_out_00893,ctg3243_993x_c_out_02399,,ctg3291_256x_c_out_02325,ctg3292_254x_rc_out_00734,,ctg3543_244x_c_out_03414,,ctg38925_2142x_c_out_01221,,,ctg38930_935x_l_out_02129,ctg38931_416x_c_out_00292,ctg3921_245x_c_out_03098,ctg3922_198x_l_out_00724,,ctg4056_410x_c_out_01844,,,ctg49946_315x_c_out_02897,ctg49947_413x_c_out_03007,,,ctg50969_576x_rc_out_01376,,,,,,,,ctg51435_101x_c_out_01199,ctg5738_75x_c_out_01328,ctg6181_507x_l_out_00162,ctg6182_696x_c_out_03548,ctg6283_730x_l_out_00388,,ctg6832_406x_c_out_00497,,ctg6854_50x_c_out_02053,ctg7047_721x_c_out_00234,ctg7149_309x_c_out_01103,,,ctg7473_370x_c_out_02691,,,ctg7584_604x_l_out_03302,,ctg7617_394x_rc_out_00182,ctg7618_699x_rc_out_02063,ctg7619_1165x_rc_out_02997,,ctg8308_14x_rc_out_01578,ctg8309_935x_c_out_00133,,ctg8355_648x_c_out_00319,ctg8356_470x_c_out_01895,,ctg8504_891x_rc_out_00797,,,,ctg9256_213x_c_out_00474,,ctg9258_897x_c_out_00753,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000002408_1_000000001,g000002408_1,,hypothetical protein,60,13,28,1.07,1,2,0,2,0,2,30,hypothetical protein(30),NA(30),711,813,744.8,2825,1,,,,,ctg108370_35x_rc_out_03276,,,ctg11591_270x_l_out_02250,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg17717_238x_rc_out_00112;ctg17717_238x_rc_out_02010,ctg18608_50x_rc_out_00283,ctg18609_88x_rc_out_01721,ctg18610_357x_c_out_01930,,,,,,,,,,,,,,,,ctg23757_151x_c_out_03699,,,,ctg28559_441x_rc_out_01005,,,,,,ctg28567_1312x_c_out_02875,,ctg29595_1346x_rc_out_01812,,,,,,,,,,,,,,,,,,ctg3242_1187x_rc_out_03217,ctg3243_993x_c_out_00062,,,ctg3292_254x_rc_out_01745,,,,,,,,,,,,ctg4056_410x_c_out_01422;ctg4056_410x_c_out_02847,ctg46364_678x_rc_out_02472,ctg49945_702x_c_out_02193,ctg49946_315x_c_out_01344,ctg49947_413x_c_out_00024,,,ctg50969_576x_rc_out_03308,,,,,,,,,ctg5738_75x_c_out_02421,ctg6181_507x_l_out_03335,,,,,,,,ctg7149_309x_c_out_00093,,,,ctg7474_304x_c_out_00840,,ctg7584_604x_l_out_01450,,ctg7617_394x_rc_out_01379,ctg7618_699x_rc_out_01721,,,,,,,ctg8356_470x_c_out_02238,,,,,,,ctg9257_464x_c_out_01520,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000006264_000000002,g000006264,,hypothetical protein,70,4,11,1,1,1,0,0,0,0,11,hypothetical protein(11),NA(11),537,609,565.36,4946,1,,,,,,,ctg108372_269x_l_out_00878,,,,,,,,,,,,,,,,,,,,,,ctg16609_149x_l_out_01918,,,,,,,ctg17717_238x_rc_out_02650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg31175_1174x_c_out_02600,,,,,,,,,,ctg31187_1365x_rc_out_00591,,ctg3242_1187x_rc_out_00677,,,,ctg3292_254x_rc_out_00950,,,,,,,ctg38930_935x_l_out_01897,,,,,ctg4056_410x_c_out_02060,,,,,,,,,,,,,,,,,,,,,,,,ctg7047_721x_c_out_00467,ctg7149_309x_c_out_00887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,LAZ_stunting_bool,g000001025_1_000000003,g000001025_1,susF,hypothetical protein,70,22,52,1.13,1,2,3,7,3,7,59,hypothetical protein(59):Outer membrane protein SusF(3),NA(59):susF(3),354,1515,1354.6,1946,1,,ctg108365_203x_c_out_02011,,,,ctg108371_202x_rc_out_02815,,ctg11591_270x_l_out_03152,ctg12266_49x_l_out_01723,ctg12267_311x_c_out_01584,ctg12268_159x_c_out_01925;ctg12268_159x_c_out_01929,ctg13582_103x_c_out_02565,ctg13584_99x_l_out_00487,,ctg14416_106x_c_out_00497,,,,,,,,,,,ctg16199_66x_c_out_03108,,,,,,ctg17621_181x_c_out_00431,ctg17622_18x_l_out_01661,,,ctg17717_238x_rc_out_03143,,,,,,ctg23526_161x_c_out_00668,,,,,,,,,,,,,,,,,,,ctg28561_151x_rc_out_02944,,(ctg28564_61x_l_out_02803:ctg28564_61x_l_out_02804),,,,,ctg29597_2203x_rc_out_00560,,,,ctg31174_213x_c_out_00797,(ctg31175_1174x_c_out_03114:ctg31175_1174x_c_out_03126);ctg31175_1174x_c_out_03125,,ctg31177_48x_rc_out_03067;ctg31177_48x_rc_out_03076,,,,,,ctg31185_262x_rc_out_02009,ctg31186_369x_c_out_00146,,ctg3241_71x_c_out_00792,ctg3242_1187x_rc_out_00184,ctg3243_993x_c_out_03090,ctg3290_138x_c_out_03071,ctg3291_256x_c_out_02985,ctg3292_254x_rc_out_01444,ctg3542_24x_l_out_02952,ctg3543_244x_c_out_00681,,ctg38925_2142x_c_out_01822,,ctg38929_41x_rc_out_02983,,,ctg3921_245x_c_out_00317,(ctg3922_198x_l_out_03530:ctg3922_198x_l_out_03531);ctg3922_198x_l_out_00016,,ctg4056_410x_c_out_02547,ctg46364_678x_rc_out_02179;ctg46364_678x_rc_out_02183,,ctg49946_315x_c_out_02077;ctg49946_315x_c_out_02090,,,,ctg50969_576x_rc_out_02404,,,,,,,ctg51434_1419x_rc_out_01428,,,,ctg6182_696x_c_out_02830,,,ctg6832_406x_c_out_01214,,ctg6854_50x_c_out_02652,,ctg7149_309x_c_out_00394,,,,,,ctg7584_604x_l_out_00556,ctg7616_96x_c_out_01826,,,ctg7619_1165x_rc_out_03750,ctg8307_148x_l_out_01641,ctg8308_14x_rc_out_00692,ctg8309_935x_c_out_00862,ctg8310_368x_c_out_00948;ctg8310_368x_c_out_00952,ctg8355_648x_c_out_01037,,,,,,,ctg9256_213x_c_out_02853,,,,,,,,,,,,,,,,,,
