Approach,Sample,Contig_number,Assembler,seq_assemble,Sample_name,Contig_Length_bp,
ONT,a6,72,metaflye,ONT metaflye,ONT_a6_metaflye,620295,
ONT,a6,73,metaflye,ONT metaflye,ONT_a6_metaflye,612739,
ONT,a6,74,metaflye,ONT metaflye,ONT_a6_metaflye,612348,
ONT,a6,75,metaflye,ONT metaflye,ONT_a6_metaflye,600888,
ONT,a6,76,metaflye,ONT metaflye,ONT_a6_metaflye,596128,
ONT,a6,77,metaflye,ONT metaflye,ONT_a6_metaflye,595547,
ONT,a6,78,metaflye,ONT metaflye,ONT_a6_metaflye,595334,
ONT,a6,79,metaflye,ONT metaflye,ONT_a6_metaflye,573543,
ONT,a6,80,metaflye,ONT metaflye,ONT_a6_metaflye,569272,
ONT,a6,81,metaflye,ONT metaflye,ONT_a6_metaflye,563679,
ONT,a6,82,metaflye,ONT metaflye,ONT_a6_metaflye,563195,
ONT,a6,83,metaflye,ONT metaflye,ONT_a6_metaflye,555893,
ONT,a6,84,metaflye,ONT metaflye,ONT_a6_metaflye,554620,
ONT,a6,85,metaflye,ONT metaflye,ONT_a6_metaflye,550684,
ONT,a6,86,metaflye,ONT metaflye,ONT_a6_metaflye,544580,
ONT,a6,87,metaflye,ONT metaflye,ONT_a6_metaflye,542170,
ONT,a6,88,metaflye,ONT metaflye,ONT_a6_metaflye,537513,
ONT,a6,89,metaflye,ONT metaflye,ONT_a6_metaflye,535817,
ONT,a6,90,metaflye,ONT metaflye,ONT_a6_metaflye,534438,
ONT,a6,91,metaflye,ONT metaflye,ONT_a6_metaflye,528540,
ONT,a6,92,metaflye,ONT metaflye,ONT_a6_metaflye,523769,
ONT,a6,93,metaflye,ONT metaflye,ONT_a6_metaflye,518039,
ONT,a6,94,metaflye,ONT metaflye,ONT_a6_metaflye,504640,
ONT,a6,95,metaflye,ONT metaflye,ONT_a6_metaflye,501357,
ONT,a6,96,metaflye,ONT metaflye,ONT_a6_metaflye,499881,
ONT,a6,97,metaflye,ONT metaflye,ONT_a6_metaflye,476448,
ONT,a6,98,metaflye,ONT metaflye,ONT_a6_metaflye,472391,
ONT,a6,99,metaflye,ONT metaflye,ONT_a6_metaflye,471029,
ONT,a6,100,metaflye,ONT metaflye,ONT_a6_metaflye,469143,
PacBio,a6,1,metaflye,PacBio metaflye,PacBio_a6_metaflye,3947358,
PacBio,a6,2,metaflye,PacBio metaflye,PacBio_a6_metaflye,3765370,
PacBio,a6,3,metaflye,PacBio metaflye,PacBio_a6_metaflye,3494848,
PacBio,a6,4,metaflye,PacBio metaflye,PacBio_a6_metaflye,3251944,
PacBio,a6,5,metaflye,PacBio metaflye,PacBio_a6_metaflye,3148246,
PacBio,a6,6,metaflye,PacBio metaflye,PacBio_a6_metaflye,3123443,
PacBio,a6,7,metaflye,PacBio metaflye,PacBio_a6_metaflye,2989214,
PacBio,a6,8,metaflye,PacBio metaflye,PacBio_a6_metaflye,2923938,
PacBio,a6,9,metaflye,PacBio metaflye,PacBio_a6_metaflye,2809076,
PacBio,a6,10,metaflye,PacBio metaflye,PacBio_a6_metaflye,2747603,
PacBio,a6,11,metaflye,PacBio metaflye,PacBio_a6_metaflye,2716790,
PacBio,a6,12,metaflye,PacBio metaflye,PacBio_a6_metaflye,2679463,
PacBio,a6,13,metaflye,PacBio metaflye,PacBio_a6_metaflye,2654719,
PacBio,a6,14,metaflye,PacBio metaflye,PacBio_a6_metaflye,2501692,
PacBio,a6,15,metaflye,PacBio metaflye,PacBio_a6_metaflye,2435127,
PacBio,a6,16,metaflye,PacBio metaflye,PacBio_a6_metaflye,2305837,
PacBio,a6,17,metaflye,PacBio metaflye,PacBio_a6_metaflye,2294437,
PacBio,a6,18,metaflye,PacBio metaflye,PacBio_a6_metaflye,2278003,
PacBio,a6,19,metaflye,PacBio metaflye,PacBio_a6_metaflye,2256202,
PacBio,a6,20,metaflye,PacBio metaflye,PacBio_a6_metaflye,2160510,
PacBio,a6,21,metaflye,PacBio metaflye,PacBio_a6_metaflye,2020349,
PacBio,a6,22,metaflye,PacBio metaflye,PacBio_a6_metaflye,1977926,
PacBio,a6,23,metaflye,PacBio metaflye,PacBio_a6_metaflye,1885674,
PacBio,a6,24,metaflye,PacBio metaflye,PacBio_a6_metaflye,1830859,
PacBio,a6,25,metaflye,PacBio metaflye,PacBio_a6_metaflye,1693556,
PacBio,a6,26,metaflye,PacBio metaflye,PacBio_a6_metaflye,1638426,
PacBio,a6,27,metaflye,PacBio metaflye,PacBio_a6_metaflye,1588929,
PacBio,a6,28,metaflye,PacBio metaflye,PacBio_a6_metaflye,1582609,
PacBio,a6,29,metaflye,PacBio metaflye,PacBio_a6_metaflye,1577252,
PacBio,a6,30,metaflye,PacBio metaflye,PacBio_a6_metaflye,1463615,
PacBio,a6,31,metaflye,PacBio metaflye,PacBio_a6_metaflye,1454159,
PacBio,a6,32,metaflye,PacBio metaflye,PacBio_a6_metaflye,1428847,
PacBio,a6,33,metaflye,PacBio metaflye,PacBio_a6_metaflye,1420060,
PacBio,a6,34,metaflye,PacBio metaflye,PacBio_a6_metaflye,1392492,
PacBio,a6,35,metaflye,PacBio metaflye,PacBio_a6_metaflye,1389348,
PacBio,a6,36,metaflye,PacBio metaflye,PacBio_a6_metaflye,1354084,
PacBio,a6,37,metaflye,PacBio metaflye,PacBio_a6_metaflye,1342100,
PacBio,a6,38,metaflye,PacBio metaflye,PacBio_a6_metaflye,1321206,
PacBio,a6,39,metaflye,PacBio metaflye,PacBio_a6_metaflye,1300225,
PacBio,a6,40,metaflye,PacBio metaflye,PacBio_a6_metaflye,1274042,
PacBio,a6,41,metaflye,PacBio metaflye,PacBio_a6_metaflye,1235075,
PacBio,a6,42,metaflye,PacBio metaflye,PacBio_a6_metaflye,1201670,
PacBio,a6,43,metaflye,PacBio metaflye,PacBio_a6_metaflye,1182564,
PacBio,a6,44,metaflye,PacBio metaflye,PacBio_a6_metaflye,1138328,
PacBio,a6,45,metaflye,PacBio metaflye,PacBio_a6_metaflye,1076637,
PacBio,a6,46,metaflye,PacBio metaflye,PacBio_a6_metaflye,1070294,
PacBio,a6,47,metaflye,PacBio metaflye,PacBio_a6_metaflye,1038573,
PacBio,a6,48,metaflye,PacBio metaflye,PacBio_a6_metaflye,1036051,
PacBio,a6,49,metaflye,PacBio metaflye,PacBio_a6_metaflye,1017736,
PacBio,a6,50,metaflye,PacBio metaflye,PacBio_a6_metaflye,979441,
PacBio,a6,51,metaflye,PacBio metaflye,PacBio_a6_metaflye,967696,
PacBio,a6,52,metaflye,PacBio metaflye,PacBio_a6_metaflye,938484,
PacBio,a6,53,metaflye,PacBio metaflye,PacBio_a6_metaflye,922099,
PacBio,a6,54,metaflye,PacBio metaflye,PacBio_a6_metaflye,879571,
PacBio,a6,55,metaflye,PacBio metaflye,PacBio_a6_metaflye,804916,
PacBio,a6,56,metaflye,PacBio metaflye,PacBio_a6_metaflye,789387,
PacBio,a6,57,metaflye,PacBio metaflye,PacBio_a6_metaflye,732067,
PacBio,a6,58,metaflye,PacBio metaflye,PacBio_a6_metaflye,723895,
PacBio,a6,59,metaflye,PacBio metaflye,PacBio_a6_metaflye,720357,
PacBio,a6,60,metaflye,PacBio metaflye,PacBio_a6_metaflye,719716,
PacBio,a6,61,metaflye,PacBio metaflye,PacBio_a6_metaflye,709829,
PacBio,a6,62,metaflye,PacBio metaflye,PacBio_a6_metaflye,709194,
PacBio,a6,63,metaflye,PacBio metaflye,PacBio_a6_metaflye,690018,
PacBio,a6,64,metaflye,PacBio metaflye,PacBio_a6_metaflye,679489,
PacBio,a6,65,metaflye,PacBio metaflye,PacBio_a6_metaflye,675639,
PacBio,a6,66,metaflye,PacBio metaflye,PacBio_a6_metaflye,617270,
PacBio,a6,67,metaflye,PacBio metaflye,PacBio_a6_metaflye,591797,
PacBio,a6,68,metaflye,PacBio metaflye,PacBio_a6_metaflye,579520,
PacBio,a6,69,metaflye,PacBio metaflye,PacBio_a6_metaflye,566768,
PacBio,a6,70,metaflye,PacBio metaflye,PacBio_a6_metaflye,564930,
PacBio,a6,71,metaflye,PacBio metaflye,PacBio_a6_metaflye,561200,
PacBio,a6,72,metaflye,PacBio metaflye,PacBio_a6_metaflye,513548,
PacBio,a6,73,metaflye,PacBio metaflye,PacBio_a6_metaflye,509001,
PacBio,a6,74,metaflye,PacBio metaflye,PacBio_a6_metaflye,506889,
PacBio,a6,75,metaflye,PacBio metaflye,PacBio_a6_metaflye,498289,
PacBio,a6,76,metaflye,PacBio metaflye,PacBio_a6_metaflye,496040,
PacBio,a6,77,metaflye,PacBio metaflye,PacBio_a6_metaflye,491322,
PacBio,a6,78,metaflye,PacBio metaflye,PacBio_a6_metaflye,489223,
PacBio,a6,79,metaflye,PacBio metaflye,PacBio_a6_metaflye,486780,
PacBio,a6,80,metaflye,PacBio metaflye,PacBio_a6_metaflye,478401,
PacBio,a6,81,metaflye,PacBio metaflye,PacBio_a6_metaflye,476647,
PacBio,a6,82,metaflye,PacBio metaflye,PacBio_a6_metaflye,458166,
PacBio,a6,83,metaflye,PacBio metaflye,PacBio_a6_metaflye,457255,
PacBio,a6,84,metaflye,PacBio metaflye,PacBio_a6_metaflye,454083,
PacBio,a6,85,metaflye,PacBio metaflye,PacBio_a6_metaflye,448915,
PacBio,a6,86,metaflye,PacBio metaflye,PacBio_a6_metaflye,447892,
PacBio,a6,87,metaflye,PacBio metaflye,PacBio_a6_metaflye,444649,
PacBio,a6,88,metaflye,PacBio metaflye,PacBio_a6_metaflye,440294,
PacBio,a6,89,metaflye,PacBio metaflye,PacBio_a6_metaflye,437140,
PacBio,a6,90,metaflye,PacBio metaflye,PacBio_a6_metaflye,424902,
PacBio,a6,91,metaflye,PacBio metaflye,PacBio_a6_metaflye,420717,
PacBio,a6,92,metaflye,PacBio metaflye,PacBio_a6_metaflye,418230,
PacBio,a6,93,metaflye,PacBio metaflye,PacBio_a6_metaflye,417388,
PacBio,a6,94,metaflye,PacBio metaflye,PacBio_a6_metaflye,399339,
PacBio,a6,95,metaflye,PacBio metaflye,PacBio_a6_metaflye,387121,
PacBio,a6,96,metaflye,PacBio metaflye,PacBio_a6_metaflye,381824,
PacBio,a6,97,metaflye,PacBio metaflye,PacBio_a6_metaflye,380689,
PacBio,a6,98,metaflye,PacBio metaflye,PacBio_a6_metaflye,377571,
PacBio,a6,99,metaflye,PacBio metaflye,PacBio_a6_metaflye,374966,
PacBio,a6,100,metaflye,PacBio metaflye,PacBio_a6_metaflye,370839,
ONT,h6,1,metamdbg,ONT metamdbg,ONT_h6_metamdbg,4892908,
ONT,h6,2,metamdbg,ONT metamdbg,ONT_h6_metamdbg,4427030,
ONT,h6,3,metamdbg,ONT metamdbg,ONT_h6_metamdbg,3354636,
ONT,h6,4,metamdbg,ONT metamdbg,ONT_h6_metamdbg,2262533,
ONT,h6,5,metamdbg,ONT metamdbg,ONT_h6_metamdbg,2244782,
ONT,h6,6,metamdbg,ONT metamdbg,ONT_h6_metamdbg,2113799,
ONT,h6,7,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1987457,
ONT,h6,8,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1913433,
ONT,h6,9,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1747096,
ONT,h6,10,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1739498,
ONT,h6,11,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1679028,
ONT,h6,12,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1489900,
ONT,h6,13,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1313498,
ONT,h6,14,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1229531,
ONT,h6,15,metamdbg,ONT metamdbg,ONT_h6_metamdbg,1024476,
ONT,h6,16,metamdbg,ONT metamdbg,ONT_h6_metamdbg,947036,
ONT,h6,17,metamdbg,ONT metamdbg,ONT_h6_metamdbg,922459,
ONT,h6,18,metamdbg,ONT metamdbg,ONT_h6_metamdbg,838396,
ONT,h6,19,metamdbg,ONT metamdbg,ONT_h6_metamdbg,776423,
ONT,h6,20,metamdbg,ONT metamdbg,ONT_h6_metamdbg,704002,
ONT,h6,21,metamdbg,ONT metamdbg,ONT_h6_metamdbg,658423,
ONT,h6,22,metamdbg,ONT metamdbg,ONT_h6_metamdbg,652035,
ONT,h6,23,metamdbg,ONT metamdbg,ONT_h6_metamdbg,635292,
ONT,h6,24,metamdbg,ONT metamdbg,ONT_h6_metamdbg,633199,
ONT,h6,25,metamdbg,ONT metamdbg,ONT_h6_metamdbg,626323,
ONT,h6,26,metamdbg,ONT metamdbg,ONT_h6_metamdbg,598426,
ONT,h6,27,metamdbg,ONT metamdbg,ONT_h6_metamdbg,585356,
ONT,h6,28,metamdbg,ONT metamdbg,ONT_h6_metamdbg,582401,
ONT,h6,29,metamdbg,ONT metamdbg,ONT_h6_metamdbg,517879,
ONT,h6,30,metamdbg,ONT metamdbg,ONT_h6_metamdbg,511990,
ONT,h6,31,metamdbg,ONT metamdbg,ONT_h6_metamdbg,506731,
ONT,h6,32,metamdbg,ONT metamdbg,ONT_h6_metamdbg,502522,
ONT,h6,33,metamdbg,ONT metamdbg,ONT_h6_metamdbg,491602,
ONT,h6,34,metamdbg,ONT metamdbg,ONT_h6_metamdbg,483933,
ONT,h6,35,metamdbg,ONT metamdbg,ONT_h6_metamdbg,481386,
ONT,h6,36,metamdbg,ONT metamdbg,ONT_h6_metamdbg,475787,
ONT,h6,37,metamdbg,ONT metamdbg,ONT_h6_metamdbg,467774,
ONT,h6,38,metamdbg,ONT metamdbg,ONT_h6_metamdbg,463996,
ONT,h6,39,metamdbg,ONT metamdbg,ONT_h6_metamdbg,452745,
ONT,h6,40,metamdbg,ONT metamdbg,ONT_h6_metamdbg,442421,
ONT,h6,41,metamdbg,ONT metamdbg,ONT_h6_metamdbg,414781,
ONT,h6,42,metamdbg,ONT metamdbg,ONT_h6_metamdbg,413435,
ONT,h6,43,metamdbg,ONT metamdbg,ONT_h6_metamdbg,405886,
ONT,h6,44,metamdbg,ONT metamdbg,ONT_h6_metamdbg,399226,
ONT,h6,45,metamdbg,ONT metamdbg,ONT_h6_metamdbg,398682,
ONT,h6,46,metamdbg,ONT metamdbg,ONT_h6_metamdbg,383613,
ONT,h6,47,metamdbg,ONT metamdbg,ONT_h6_metamdbg,379326,
ONT,h6,48,metamdbg,ONT metamdbg,ONT_h6_metamdbg,377738,
ONT,h6,49,metamdbg,ONT metamdbg,ONT_h6_metamdbg,376815,
ONT,h6,50,metamdbg,ONT metamdbg,ONT_h6_metamdbg,374288,
ONT,h6,51,metamdbg,ONT metamdbg,ONT_h6_metamdbg,362749,
ONT,h6,52,metamdbg,ONT metamdbg,ONT_h6_metamdbg,360519,
ONT,h6,53,metamdbg,ONT metamdbg,ONT_h6_metamdbg,354314,
ONT,h6,54,metamdbg,ONT metamdbg,ONT_h6_metamdbg,346643,
ONT,h6,55,metamdbg,ONT metamdbg,ONT_h6_metamdbg,335534,
ONT,h6,56,metamdbg,ONT metamdbg,ONT_h6_metamdbg,332742,
ONT,h6,57,metamdbg,ONT metamdbg,ONT_h6_metamdbg,331328,
ONT,h6,58,metamdbg,ONT metamdbg,ONT_h6_metamdbg,329682,
ONT,h6,59,metamdbg,ONT metamdbg,ONT_h6_metamdbg,329082,
ONT,h6,60,metamdbg,ONT metamdbg,ONT_h6_metamdbg,324561,
ONT,h6,61,metamdbg,ONT metamdbg,ONT_h6_metamdbg,323894,
ONT,h6,62,metamdbg,ONT metamdbg,ONT_h6_metamdbg,317989,
ONT,h6,63,metamdbg,ONT metamdbg,ONT_h6_metamdbg,315979,
ONT,h6,64,metamdbg,ONT metamdbg,ONT_h6_metamdbg,310531,
ONT,h6,65,metamdbg,ONT metamdbg,ONT_h6_metamdbg,309054,
ONT,h6,66,metamdbg,ONT metamdbg,ONT_h6_metamdbg,305949,
ONT,h6,67,metamdbg,ONT metamdbg,ONT_h6_metamdbg,295765,
ONT,h6,68,metamdbg,ONT metamdbg,ONT_h6_metamdbg,292789,
ONT,h6,69,metamdbg,ONT metamdbg,ONT_h6_metamdbg,287901,
ONT,h6,70,metamdbg,ONT metamdbg,ONT_h6_metamdbg,273266,
ONT,h6,71,metamdbg,ONT metamdbg,ONT_h6_metamdbg,252547,
ONT,h6,72,metamdbg,ONT metamdbg,ONT_h6_metamdbg,241707,
ONT,h6,73,metamdbg,ONT metamdbg,ONT_h6_metamdbg,241430,
ONT,h6,74,metamdbg,ONT metamdbg,ONT_h6_metamdbg,241093,
ONT,h6,75,metamdbg,ONT metamdbg,ONT_h6_metamdbg,238149,
ONT,h6,76,metamdbg,ONT metamdbg,ONT_h6_metamdbg,222475,
ONT,h6,77,metamdbg,ONT metamdbg,ONT_h6_metamdbg,221536,
ONT,h6,78,metamdbg,ONT metamdbg,ONT_h6_metamdbg,218526,
ONT,h6,79,metamdbg,ONT metamdbg,ONT_h6_metamdbg,217019,
ONT,h6,80,metamdbg,ONT metamdbg,ONT_h6_metamdbg,215677,
ONT,h6,81,metamdbg,ONT metamdbg,ONT_h6_metamdbg,215432,
ONT,h6,82,metamdbg,ONT metamdbg,ONT_h6_metamdbg,214528,
ONT,h6,83,metamdbg,ONT metamdbg,ONT_h6_metamdbg,209153,
ONT,h6,84,metamdbg,ONT metamdbg,ONT_h6_metamdbg,207656,
ONT,h6,85,metamdbg,ONT metamdbg,ONT_h6_metamdbg,207534,
ONT,h6,86,metamdbg,ONT metamdbg,ONT_h6_metamdbg,200572,
ONT,h6,87,metamdbg,ONT metamdbg,ONT_h6_metamdbg,196589,
ONT,h6,88,metamdbg,ONT metamdbg,ONT_h6_metamdbg,188276,
ONT,h6,89,metamdbg,ONT metamdbg,ONT_h6_metamdbg,187117,
ONT,h6,90,metamdbg,ONT metamdbg,ONT_h6_metamdbg,187038,
ONT,h6,91,metamdbg,ONT metamdbg,ONT_h6_metamdbg,186397,
ONT,h6,92,metamdbg,ONT metamdbg,ONT_h6_metamdbg,183830,
ONT,h6,93,metamdbg,ONT metamdbg,ONT_h6_metamdbg,183717,
ONT,h6,94,metamdbg,ONT metamdbg,ONT_h6_metamdbg,182929,
ONT,h6,95,metamdbg,ONT metamdbg,ONT_h6_metamdbg,177278,
ONT,h6,96,metamdbg,ONT metamdbg,ONT_h6_metamdbg,177186,
ONT,h6,97,metamdbg,ONT metamdbg,ONT_h6_metamdbg,176237,
ONT,h6,98,metamdbg,ONT metamdbg,ONT_h6_metamdbg,175861,
ONT,h6,99,metamdbg,ONT metamdbg,ONT_h6_metamdbg,174950,
ONT,h6,100,metamdbg,ONT metamdbg,ONT_h6_metamdbg,173799,
PacBio,h6,1,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,7901475,
PacBio,h6,2,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,6724933,
PacBio,h6,3,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,4662193,
PacBio,h6,4,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,4142051,
PacBio,h6,5,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,4141921,
PacBio,h6,6,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,3906535,
PacBio,h6,7,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,3810518,
PacBio,h6,8,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,3770081,
PacBio,h6,9,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,3398063,
PacBio,h6,10,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,3266251,
PacBio,h6,11,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,3140680,
PacBio,h6,12,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,3116754,
PacBio,h6,13,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2852262,
PacBio,h6,14,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2816477,
PacBio,h6,15,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2623691,
PacBio,h6,16,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2555730,
PacBio,h6,17,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2528568,
PacBio,h6,18,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2499422,
PacBio,h6,19,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2449359,
PacBio,h6,20,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2367164,
PacBio,h6,21,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2364136,
PacBio,h6,22,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2303733,
PacBio,h6,23,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2287580,
PacBio,h6,24,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2246785,
PacBio,h6,25,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2244828,
PacBio,h6,26,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2244649,
PacBio,h6,27,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2236020,
PacBio,h6,28,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2162410,
PacBio,h6,29,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2150943,
PacBio,h6,30,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2148456,
PacBio,h6,31,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,2113947,
PacBio,h6,32,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1999425,
PacBio,h6,33,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1987364,
PacBio,h6,34,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1985663,
PacBio,h6,35,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1966576,
PacBio,h6,36,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1950478,
PacBio,h6,37,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1933117,
PacBio,h6,38,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1916617,
PacBio,h6,39,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1871746,
PacBio,h6,40,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1842812,
PacBio,h6,41,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1653534,
PacBio,h6,42,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1627298,
PacBio,h6,43,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1562982,
PacBio,h6,44,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1367635,
PacBio,h6,45,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1365058,
PacBio,h6,46,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1266308,
PacBio,h6,47,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1247745,
PacBio,h6,48,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1226620,
PacBio,h6,49,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1224036,
PacBio,h6,50,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1220513,
PacBio,h6,51,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1117668,
PacBio,h6,52,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1112115,
PacBio,h6,53,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,1023409,
PacBio,h6,54,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,997409,
PacBio,h6,55,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,961133,
PacBio,h6,56,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,906404,
PacBio,h6,57,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,900461,
PacBio,h6,58,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,853563,
PacBio,h6,59,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,843321,
PacBio,h6,60,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,842034,
PacBio,h6,61,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,793182,
PacBio,h6,62,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,777006,
PacBio,h6,63,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,773535,
PacBio,h6,64,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,754142,
PacBio,h6,65,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,751743,
PacBio,h6,66,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,744610,
PacBio,h6,67,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,744017,
PacBio,h6,68,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,720788,
PacBio,h6,69,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,714669,
PacBio,h6,70,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,707001,
PacBio,h6,71,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,703634,
PacBio,h6,72,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,692117,
PacBio,h6,73,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,676123,
PacBio,h6,74,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,674475,
PacBio,h6,75,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,641036,
PacBio,h6,76,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,633148,
PacBio,h6,77,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,632539,
PacBio,h6,78,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,622773,
PacBio,h6,79,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,614444,
PacBio,h6,80,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,608636,
PacBio,h6,81,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,603844,
PacBio,h6,82,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,600028,
PacBio,h6,83,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,599856,
PacBio,h6,84,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,596618,
PacBio,h6,85,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,594606,
PacBio,h6,86,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,587198,
PacBio,h6,87,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,585549,
PacBio,h6,88,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,569523,
PacBio,h6,89,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,562447,
PacBio,h6,90,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,546911,
PacBio,h6,91,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,537240,
PacBio,h6,92,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,517839,
PacBio,h6,93,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,514747,
PacBio,h6,94,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,500401,
PacBio,h6,95,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,497104,
PacBio,h6,96,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,489501,
PacBio,h6,97,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,489354,
PacBio,h6,98,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,483386,
PacBio,h6,99,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,482758,
PacBio,h6,100,metamdbg,PacBio metamdbg,PacBio_h6_metamdbg,474098,
ONT,h6,1,metaflye,ONT metaflye,ONT_h6_metaflye,3919201,
ONT,h6,2,metaflye,ONT metaflye,ONT_h6_metaflye,3494943,
ONT,h6,3,metaflye,ONT metaflye,ONT_h6_metaflye,3104296,
